,Timestamps,Content
87,00:02:56.620 --> 00:03:01.340,那么郭博士是这个希腊雅典大学神学院的
88,00:03:01.340 --> 00:03:02.360,在读博士生
89,00:03:02.360 --> 00:03:07.560,现在是慕尼黑大学这个政教神学院的交换生
90,00:03:07.560 --> 00:03:11.140,所以他主要从事的研究领域呢
91,00:03:11.140 --> 00:03:12.240,是拜扬廷研究
92,00:03:12.240 --> 00:03:13.300,东正教研究
93,00:03:13.300 --> 00:03:15.060,以及这个进行主义的研究
94,00:03:15.060 --> 00:03:19.860,尤其是关于这个圣人格雷高雷的帕拉玛斯的研究
95,00:03:19.860 --> 00:03:25.180,所以我们感谢他今天给我们免费分享的这一场讲座
96,00:03:25.180 --> 00:03:28.700,那么接下来的时间我们把这个时间交给郭博士
97,00:03:28.700 --> 00:03:31.700,接下来就交给你来讲了
98,00:03:31.700 --> 00:03:32.020,好吧
99,00:03:32.020 --> 00:03:32.540,好的
100,00:03:32.540 --> 00:03:32.820,好的
101,00:03:32.820 --> 00:03:33.860,谢谢袁弟兄
102,00:03:33.860 --> 00:03:38.600,首先非常感谢大家今天来参与讲座
103,00:03:38.600 --> 00:03:40.660,之前我要说一下
104,00:03:40.660 --> 00:03:42.620,之前有些感冒
105,00:03:42.620 --> 00:03:45.400,现在基本上已经痊愈了
106,00:03:45.400 --> 00:03:48.420,但是可能就是嗓音还不太好
107,00:03:48.420 --> 00:03:50.560,希望大家能谅解一下
108,00:03:50.560 --> 00:03:52.380,还有一点
109,00:03:52.380 --> 00:03:54.520,就是内容比较多
110,00:03:54.520 --> 00:03:57.500,可能会有一点走马光发式的感觉
111,00:03:57.500 --> 00:04:00.060,因为我们讲座的时间也不多
112,00:04:00.060 --> 00:04:02.500,所以目的就是希望大家
113,00:04:02.500 --> 00:04:05.700,对于奥斯曼帝国时期的东正教与正教审学
114,00:04:05.700 --> 00:04:07.940,能有一个大概的了解
115,00:04:07.940 --> 00:04:10.060,如果大家对某个方面感兴趣
116,00:04:10.060 --> 00:04:13.140,之后我们可以再开启他的讲座
117,00:04:13.140 --> 00:04:15.540,讲一些关于细节的内容
118,00:04:15.540 --> 00:04:15.820,好
119,00:04:15.820 --> 00:04:18.420,那我们现在开始
120,00:04:18.420 --> 00:04:24.780,一位罗马尼亚的泰赞亭学者叫
121,00:04:24.780 --> 00:04:28.980,Yohga他写过一部书
122,00:04:28.980 --> 00:04:30.180,法语题目是
123,00:04:30.180 --> 00:04:30.820,Bizans
124,00:04:30.820 --> 00:04:31.860,Api Bizans
125,00:04:31.860 --> 00:04:34.540,就是拜占庭之后的拜占庭
126,00:04:34.540 --> 00:04:36.580,虽然很多人认为
127,00:04:36.580 --> 00:04:39.980,拜占庭帝国1453年
128,00:04:39.980 --> 00:04:41.700,就是坎基保陷落
129,00:04:41.700 --> 00:04:43.500,那一刻就结束了
130,00:04:43.500 --> 00:04:44.940,之后有一些残余的势力
131,00:04:44.940 --> 00:04:48.460,但是15世纪也陆续的被消灭
132,00:04:48.460 --> 00:04:50.780,但是事实上拜占庭文化
133,00:04:50.780 --> 00:04:52.820,其实一直存在
134,00:04:52.820 --> 00:04:55.740,即使是在奥斯曼帝国统治时期
135,00:04:55.740 --> 00:04:57.700,通过各种方式
136,00:04:57.700 --> 00:04:59.460,拜占庭的文化
137,00:04:59.460 --> 00:05:00.820,也一直延续下来
138,00:05:00.820 --> 00:05:03.020,直到今日
139,00:05:03.020 --> 00:05:05.420,但是相关的领域
140,00:05:05.420 --> 00:05:06.700,奥斯曼帝国时期
141,00:05:06.700 --> 00:05:08.980,东人教与政教神学
142,00:05:08.980 --> 00:05:12.060,不只是在国内很少有人了解
143,00:05:12.060 --> 00:05:14.220,即使是在外国
144,00:05:14.220 --> 00:05:16.820,研究的人也不是很多
145,00:05:16.820 --> 00:05:20.820,所以可以说是一个
146,00:05:20.820 --> 00:05:22.740,算是一个处女帝吧
147,00:05:22.740 --> 00:05:29.420,所以今天很高兴能跟大家分享一下
148,00:05:29.420 --> 00:05:33.020,我对这个领域的一些了解
149,00:05:33.020 --> 00:05:37.620,首先请大家看这个图
150,00:05:37.620 --> 00:05:41.540,非常明显啊
151,00:05:41.540 --> 00:05:43.780,左边的这个人
152,00:05:43.780 --> 00:05:47.500,身穿土耳其的服饰
153,00:05:47.500 --> 00:05:48.380,他是谁呢
154,00:05:48.380 --> 00:05:48.700,他是
155,00:05:48.700 --> 00:05:51.700,奥斯曼帝国的苏丹
156,00:05:51.700 --> 00:05:52.980,穆罕默德二世
157,00:05:52.980 --> 00:05:56.180,就是他在1453年攻陷了军事坦丁堡
158,00:05:56.180 --> 00:05:57.820,优勉的这一位
159,00:05:57.820 --> 00:06:00.460,就是在奥斯曼帝国统治下
160,00:06:00.460 --> 00:06:01.980,第一位军人产纪毛牧手
161,00:06:01.980 --> 00:06:03.580,也是一位著名的神学家
162,00:06:03.580 --> 00:06:04.660,叫Ganandius
163,00:06:04.660 --> 00:06:06.780,他尝试把
164,00:06:06.780 --> 00:06:10.740,拜占庭后期官方的主导神学
165,00:06:10.740 --> 00:06:14.180,格里高利潘拉玛斯的神学
166,00:06:14.180 --> 00:06:16.380,就是我博士论文的主角
167,00:06:16.380 --> 00:06:20.260,和当时西方流行的经验
168,00:06:20.260 --> 00:06:21.860,哲学
169,00:06:21.860 --> 00:06:23.020,就是由
170,00:06:23.020 --> 00:06:26.580,托马斯·阿奎纳等人
171,00:06:26.580 --> 00:06:30.260,主导的经验哲学
172,00:06:30.260 --> 00:06:32.420,就是用
173,00:06:32.420 --> 00:06:33.940,古希腊哲学
174,00:06:33.940 --> 00:06:36.180,只要是亚里士罗德的方法论
175,00:06:36.180 --> 00:06:38.340,来探讨神学问题的
176,00:06:38.340 --> 00:06:42.100,一种哲学或者神学思潮
177,00:06:42.100 --> 00:06:43.620,当时在西欧是主导
178,00:06:43.620 --> 00:06:45.140,在东罗马
179,00:06:45.140 --> 00:06:46.620,拜占庭帝国的后期
180,00:06:46.620 --> 00:06:49.320,西方世界对拜占庭的影响很大
181,00:06:49.320 --> 00:06:51.320,当时的拜占庭不只是
182,00:06:51.320 --> 00:06:54.040,在被奥斯曼帝国侵吞领土
183,00:06:54.040 --> 00:06:56.200,同时也有许多
184,00:06:56.200 --> 00:06:59.240,西方拉丁世界的殖民地
185,00:06:59.240 --> 00:07:01.480,比如说威尼斯和热纳亚
186,00:07:01.480 --> 00:07:03.040,意大利城邦的
187,00:07:03.040 --> 00:07:06.560,在东地中海的殖民地
188,00:07:06.560 --> 00:07:08.640,而Ganandius
189,00:07:08.640 --> 00:07:10.920,他就尝试着把
190,00:07:10.920 --> 00:07:13.360,当时流行的西方经验哲学
191,00:07:13.360 --> 00:07:16.280,和东罗马的官方神学
192,00:07:16.280 --> 00:07:18.240,潘拉玛斯主义结合在一起
193,00:07:18.240 --> 00:07:20.960,但是他本人的政治上
194,00:07:20.960 --> 00:07:22.480,他是非常反西方的
195,00:07:22.480 --> 00:07:24.960,虽然在神学上可以借鉴西方的
196,00:07:24.960 --> 00:07:27.520,金愿神学或者金愿哲学
197,00:07:27.520 --> 00:07:31.680,Ganandius牧首
198,00:07:31.680 --> 00:07:33.680,他代表了当时很多
199,00:07:33.680 --> 00:07:36.560,东罗马高级神志这边的想法
200,00:07:36.560 --> 00:07:40.240,就是教会已经分裂了
201,00:07:40.240 --> 00:07:46.960,西方的影响是有毒的
202,00:07:46.960 --> 00:07:50.640,甚至会影响正教信仰的纯洁性
203,00:07:50.640 --> 00:07:56.160,所以我们宁肯接受奥斯曼的统治
204,00:07:56.160 --> 00:07:57.440,接受伊斯兰教徒
205,00:07:57.440 --> 00:07:58.960,伊教徒的统治
206,00:07:58.960 --> 00:08:02.240,也剩余接受拉丁人的统治
207,00:08:02.240 --> 00:08:04.080,所以在军神产业宝陷落之后
208,00:08:04.080 --> 00:08:09.920,Ganandius牧首积极的寻求一种
209,00:08:10.560 --> 00:08:13.120,在奥斯曼帝国的统治下
210,00:08:13.120 --> 00:08:18.160,维持东正教信仰的一种方式
211,00:08:18.160 --> 00:08:22.960,所以Ganandius他跟苏丹穆罕的二世
212,00:08:22.960 --> 00:08:25.840,达成了一定的协定
213,00:08:25.840 --> 00:08:30.360,就是为东正教争取有限的自由
214,00:08:30.360 --> 00:08:32.680,可以在奥斯曼帝国统治下
215,00:08:32.680 --> 00:08:33.880,继续持续下去
216,00:08:33.880 --> 00:08:37.840,这应该是后期十七或者十八世纪的
217,00:08:37.840 --> 00:08:42.800,一个圣像化风格的作品
218,00:08:42.800 --> 00:08:47.040,可以看到Ganandius牧首和
219,00:08:47.040 --> 00:08:49.520,苏丹穆罕默德二世的关系
220,00:08:49.520 --> 00:08:50.800,还是比较融洽的
221,00:08:50.800 --> 00:08:52.720,穆罕默德二世
222,00:08:52.720 --> 00:08:55.560,他手里的这张纸
223,00:08:55.560 --> 00:09:00.720,就是代表苏丹富裕的协定
224,00:09:00.720 --> 00:09:05.640,给予东正教有限的权利与自由
225,00:09:05.640 --> 00:09:08.840,我们刚刚提到了
226,00:09:08.840 --> 00:09:11.800,奥斯曼帝国时期的东正教
227,00:09:11.800 --> 00:09:12.840,与东正教神学
228,00:09:12.840 --> 00:09:15.120,关注的不多
229,00:09:15.120 --> 00:09:17.600,其实是在西方
230,00:09:17.600 --> 00:09:19.280,关注的也不是很多
231,00:09:19.280 --> 00:09:22.960,但是这方面也是有一些很好的著作
232,00:09:22.960 --> 00:09:26.640,比如说一位德国的耶稣会的神学家
233,00:09:26.640 --> 00:09:27.760,巴仁廷学者
234,00:09:27.760 --> 00:09:29.200,耶稣会神父
235,00:09:29.200 --> 00:09:32.800,叫Gerhard Polskalski
236,00:09:32.800 --> 00:09:36.280,你们可以看到是位斯拉夫裔的德国神父
237,00:09:36.280 --> 00:09:37.280,德国学者
238,00:09:37.280 --> 00:09:40.080,他写过一部名著叫
239,00:09:40.080 --> 00:09:43.280,Krétias Deologie in the Zeit der Tricke
240,00:09:43.280 --> 00:09:45.120,Krétias deologie in the Zeit der Tricke
241,00:09:45.120 --> 00:09:51.120,就是奥斯曼统治下的土耳其人
242,00:09:51.120 --> 00:09:54.800,奥斯曼土耳其帝国统治下的希腊神学
243,00:09:54.800 --> 00:09:56.640,虽然书名这么叫
244,00:09:56.640 --> 00:10:02.600,但事实上它涉及到奥斯曼时期的整个东正教神学
245,00:10:02.600 --> 00:10:03.920,甚至也涉及到
246,00:10:03.920 --> 00:10:06.120,就是虽然没有被奥斯曼帝国统治
247,00:10:06.120 --> 00:10:09.160,但是跟整个的东正教神学联系紧密的
248,00:10:09.160 --> 00:10:11.720,当时俄罗斯帝国的神学
249,00:10:12.720 --> 00:10:14.120,这本书是用德语写的
250,00:10:14.120 --> 00:10:16.200,也被翻译成了现代希腊语
251,00:10:16.200 --> 00:10:19.320,就是在国际上是有一定声誉的
252,00:10:19.320 --> 00:10:21.240,然后右面这本书
253,00:10:21.240 --> 00:10:23.800,也是一部经典
254,00:10:23.800 --> 00:10:26.040,题目是法语的
255,00:10:26.040 --> 00:10:27.600,但里面的文章有英文的
256,00:10:27.600 --> 00:10:28.200,有法语的
257,00:10:28.200 --> 00:10:28.760,有德语的
258,00:10:28.760 --> 00:10:29.680,有意大利语的
259,00:10:29.680 --> 00:10:33.120,是很多著名的拜占庭神学的学者
260,00:10:33.120 --> 00:10:36.080,他们就是每人写一篇
261,00:10:36.080 --> 00:10:38.680,相关的自己领域的文章
262,00:10:38.680 --> 00:10:40.800,然后有
263,00:10:40.800 --> 00:10:44.080,Garmelo Giuseppe Contecellro
264,00:10:44.080 --> 00:10:47.320,和Vassa Contecellro
265,00:10:47.320 --> 00:10:48.640,应该是意大利的学者
266,00:10:48.640 --> 00:10:49.800,他们整理也出来
267,00:10:49.800 --> 00:10:51.160,有上下两册
268,00:10:51.160 --> 00:10:53.560,题目是法语的
269,00:10:53.560 --> 00:10:58.920,就是拜占庭神学与它的传统
270,00:10:58.920 --> 00:11:01.560,与它的传统就是不限于东勒马时期
271,00:11:01.560 --> 00:11:03.640,包括东勒马帝国复命以后
272,00:11:03.640 --> 00:11:04.840,奥斯曼时期的
273,00:11:04.840 --> 00:11:07.440,拜占庭传统的神学
274,00:11:07.440 --> 00:11:09.560,这里面下册就是第二册
275,00:11:09.560 --> 00:11:12.440,也涉及到了很多奥斯曼时期
276,00:11:12.440 --> 00:11:15.480,有代表性的东正教神学家
277,00:11:15.480 --> 00:11:17.520,所以这两部书
278,00:11:17.520 --> 00:11:19.920,如果大家想了解
279,00:11:19.920 --> 00:11:21.440,奥斯曼时期的东正教教会
280,00:11:21.440 --> 00:11:24.520,尤其是东正教教教教教学的发展
281,00:11:24.520 --> 00:11:28.160,应该是避不过去的经典之作
282,00:11:28.160 --> 00:11:31.760,好 我们先看一下奥斯曼帝国
283,00:11:31.760 --> 00:11:33.760,就是这个题目
284,00:11:33.760 --> 00:11:39.440,是1453年就是军人产约保陷落以后
285,00:11:39.440 --> 00:11:41.120,到奥斯曼帝国文集
286,00:11:41.120 --> 00:11:43.560,这段时期的东正教会
287,00:11:43.560 --> 00:11:46.800,与东正教神学
288,00:11:46.800 --> 00:11:49.400,但是事实上1453年之前
289,00:11:49.400 --> 00:11:51.520,东勒马的很多领土
290,00:11:51.520 --> 00:11:54.720,已经是被奥斯曼帝国铲食
291,00:11:54.720 --> 00:11:59.000,很多东正教徒已经是成为了奥斯曼帝国的臣民
292,00:11:59.000 --> 00:12:02.280,奥斯曼帝国
293,00:12:02.280 --> 00:12:06.920,它是从1299年一直到1923年
294,00:12:06.920 --> 00:12:08.860,时隔也比较长
295,00:12:08.860 --> 00:12:10.120,一直到20世纪
296,00:12:10.120 --> 00:12:14.440,那么奥斯曼帝国的前身是什么呢
297,00:12:14.440 --> 00:12:15.500,我们来简单看一下
298,00:12:15.500 --> 00:12:18.940,其实如果要追溯的话
299,00:12:18.940 --> 00:12:20.440,其实可以追溯到
300,00:12:20.440 --> 00:12:25.200,我们中国北朝和隋唐时期
301,00:12:25.200 --> 00:12:27.000,北方的强林突厥
302,00:12:27.000 --> 00:12:29.960,但是在利女方面也没有直接的关系
303,00:12:29.960 --> 00:12:31.540,因为古代的突厥人
304,00:12:31.540 --> 00:12:35.440,跟后世的突厥民族
305,00:12:35.440 --> 00:12:36.960,不管是土耳其
306,00:12:36.960 --> 00:12:38.620,还是中亚
307,00:12:38.620 --> 00:12:40.280,像乌斯别克斯坦等等
308,00:12:40.280 --> 00:12:41.220,阿塞拜疆人
309,00:12:41.220 --> 00:12:43.360,他们有一定的跃远关系
310,00:12:43.360 --> 00:12:44.640,但是没有直接的关系
311,00:12:44.640 --> 00:12:47.640,因为古代的突厥人已经不存在了
312,00:12:47.640 --> 00:12:50.580,大家知道
313,00:12:50.580 --> 00:12:55.540,古代的突厥人成立了很强大的突厥韩国
314,00:12:55.540 --> 00:12:59.880,后来在隋朝皇帝的
315,00:12:59.880 --> 00:13:04.820,通过外交的分裂的方式
316,00:13:04.820 --> 00:13:08.460,分裂成了东突厥与西突厥
317,00:13:08.460 --> 00:13:12.380,后来东突厥和西突厥陆续都被唐朝给灭亡了
318,00:13:12.380 --> 00:13:16.780,失去了统一领导的突厥人
319,00:13:16.780 --> 00:13:18.120,就不断的分化
320,00:13:18.120 --> 00:13:20.860,很多突厥人
321,00:13:20.860 --> 00:13:21.780,西迁
322,00:13:21.780 --> 00:13:25.500,其中一部分突厥人
323,00:13:25.500 --> 00:13:28.060,被称为乌古斯突厥
324,00:13:28.060 --> 00:13:29.660,西迁之后
325,00:13:29.660 --> 00:13:33.040,后来就形成了三个新的民族
326,00:13:33.040 --> 00:13:36.140,一个就是奥斯曼土耳其族
327,00:13:36.140 --> 00:13:39.280,一个就是阿塞拜疆族
328,00:13:39.280 --> 00:13:42.620,还有一个就是土库曼族
329,00:13:42.620 --> 00:13:45.620,西迁的乌古斯突厥
330,00:13:45.620 --> 00:13:48.560,他们受到了先进的波斯文化的影响
331,00:13:48.560 --> 00:13:50.620,建立一个非常强大的
332,00:13:50.620 --> 00:13:52.560,既带有游牧性质
333,00:13:52.560 --> 00:13:55.060,也带有定居性质的帝国
334,00:13:55.060 --> 00:13:57.620,叫做塞尔柱帝国
335,00:13:57.620 --> 00:14:04.380,我们提到曼奇克尔特之战
336,00:14:04.380 --> 00:14:06.860,这一战在拜登平立场非常重要
337,00:14:06.860 --> 00:14:08.200,因为塞尔柱帝国
338,00:14:08.200 --> 00:14:10.040,它在拜登平帝国
339,00:14:10.040 --> 00:14:11.540,统治的西亚西亚
340,00:14:11.540 --> 00:14:12.720,不断的扩张
341,00:14:12.720 --> 00:14:16.200,跟东罗马帝国产生了冲突
342,00:14:16.200 --> 00:14:19.020,在西亚西亚的曼奇克尔特
343,00:14:19.020 --> 00:14:20.500,进行了一场决战
344,00:14:20.500 --> 00:14:21.580,这场战争
345,00:14:21.580 --> 00:14:23.000,东罗马帝国失败了
346,00:14:23.000 --> 00:14:26.280,结果就是西亚西亚的大波
347,00:14:26.280 --> 00:14:29.820,成为了塞尔柱帝国的领土
348,00:14:29.820 --> 00:14:33.300,因为塞尔柱帝国
349,00:14:33.300 --> 00:14:35.660,刚刚提到它带有游牧的性质
350,00:14:35.660 --> 00:14:39.660,它其实是很多的
351,00:14:39.660 --> 00:14:43.880,小的封国的一个联合体
352,00:14:43.880 --> 00:14:46.660,所以它的统治其实是非常不稳定的
353,00:14:46.660 --> 00:14:49.660,后来逐渐从塞尔柱帝国
354,00:14:49.660 --> 00:14:54.080,就分传了罗姆苏丹国
355,00:14:54.080 --> 00:14:57.240,可以算是塞尔柱帝国的继承
356,00:14:57.240 --> 00:15:00.320,但是跟塞尔柱帝国一样
357,00:15:00.320 --> 00:15:01.540,罗姆苏丹国
358,00:15:01.540 --> 00:15:04.780,它的中央的统治也非常薄弱
359,00:15:04.780 --> 00:15:06.020,它也是各个的
360,00:15:06.020 --> 00:15:08.200,封国组织的一个联合体
361,00:15:08.200 --> 00:15:10.340,为什么称为罗姆苏丹国呢
362,00:15:10.340 --> 00:15:11.620,因为它虽然是
363,00:15:11.620 --> 00:15:14.440,一个突厥人主导的伊斯兰教国家
364,00:15:14.440 --> 00:15:18.200,但是因为它占领了之前东罗马帝国的很多领土
365,00:15:18.200 --> 00:15:21.600,所以它也自认为罗马帝国的继承人
366,00:15:21.600 --> 00:15:24.560,所以自称为罗姆苏丹国
367,00:15:24.560 --> 00:15:27.100,罗姆其实就是罗马的意思
368,00:15:27.100 --> 00:15:32.560,奥斯曼帝国其实是罗姆苏丹国其中的一个国家
369,00:15:32.560 --> 00:15:34.680,在罗姆苏丹国
370,00:15:34.680 --> 00:15:38.160,在当时蒙古西争伊尔韩国的打击下
371,00:15:38.160 --> 00:15:40.080,覆灭了之后
372,00:15:40.080 --> 00:15:42.260,在西拉西亚
373,00:15:42.260 --> 00:15:47.220,就是一种无政府主义状态的窗口期
374,00:15:47.220 --> 00:15:51.500,奥斯曼帝国它利用了这个机会
375,00:15:51.500 --> 00:15:52.640,因为当时东罗马帝国
376,00:15:52.640 --> 00:15:57.080,主要是在跟拉丁人进行战争
377,00:15:57.080 --> 00:16:00.740,然后一些外交等等的联络
378,00:16:00.740 --> 00:16:02.980,也无暇顾及西拉西亚
379,00:16:02.980 --> 00:16:05.300,所以利用了这个窗口期
380,00:16:05.300 --> 00:16:11.200,奥斯曼帝国迅速崛起
381,00:16:11.200 --> 00:16:17.080,不断侵存东罗马帝国的领土
382,00:16:17.080 --> 00:16:18.980,因为当时东罗马帝国的末期
383,00:16:18.980 --> 00:16:22.880,巴里奥利亚帝国也逐渐衰败
384,00:16:22.880 --> 00:16:25.020,不只是侵存亚洲的领土
385,00:16:25.020 --> 00:16:26.720,也侵存欧洲的领土
386,00:16:26.720 --> 00:16:29.980,在奥斯曼帝国
387,00:16:29.980 --> 00:16:33.600,当时东罗马帝国吹吹一息的时候
388,00:16:33.600 --> 00:16:36.720,当时的西方的势力
389,00:16:36.720 --> 00:16:39.440,因为虽然有一些宗教上的冲突
390,00:16:39.440 --> 00:16:41.640,但毕竟都属于基督教事件
391,00:16:41.640 --> 00:16:43.840,他们也尝试着挽救东罗马帝国
392,00:16:43.840 --> 00:16:46.140,所以他们也是进行了一次
393,00:16:46.140 --> 00:16:49.160,算是十字军的延续吧
394,00:16:49.160 --> 00:16:51.360,尝试着挽救东罗马帝国
395,00:16:51.360 --> 00:16:54.980,当时很多西欧的诸侯国
396,00:16:54.980 --> 00:16:56.600,像法兰西王国
397,00:16:56.600 --> 00:17:00.600,还有神父罗马帝国都派兵了
398,00:17:00.600 --> 00:17:03.100,但是在黑海沿岸的瓦尔纳
399,00:17:03.100 --> 00:17:05.440,现在属于保加利亚
400,00:17:05.440 --> 00:17:07.940,被奥斯曼帝国打的大败
401,00:17:07.940 --> 00:17:10.400,所以西方天主教势力
402,00:17:10.400 --> 00:17:13.600,最后尝试拯救东罗马帝国的尝试
403,00:17:13.600 --> 00:17:15.280,也破产了
404,00:17:15.280 --> 00:17:17.720,因为瓦尔纳之战的惨败
405,00:17:17.720 --> 00:17:25.340,之后就是大家所熟识的军师坦金堡的陷落
406,00:17:25.340 --> 00:17:29.600,之后奥斯曼帝国继续向欧洲进军
407,00:17:29.600 --> 00:17:35.840,威胁西欧和众欧的世界
408,00:17:35.840 --> 00:17:38.560,在15、16世纪持续扩张
409,00:17:38.560 --> 00:17:41.760,直到勒班陀海战
410,00:17:41.760 --> 00:17:43.960,是在现在希腊的西部
411,00:17:43.960 --> 00:17:46.100,约安尼纳海沿岸
412,00:17:46.100 --> 00:17:48.140,当时打了一场海战
413,00:17:48.140 --> 00:17:50.720,由当时的西欧天主教的势力
414,00:17:50.720 --> 00:17:53.560,比如说威尼斯
415,00:17:53.560 --> 00:17:56.720,威尼斯主导的天主教的势力
416,00:17:56.720 --> 00:17:58.100,他们组织海军
417,00:17:58.100 --> 00:18:01.720,在海上击败了奥斯曼帝国
418,00:18:01.720 --> 00:18:04.560,这可以算是一个转折点
419,00:18:04.560 --> 00:18:09.140,之后奥斯曼帝国从此去扩张
420,00:18:09.140 --> 00:18:13.940,逐渐变为防守
421,00:18:13.940 --> 00:18:17.980,17世纪维也纳之战也非常有名
422,00:18:17.980 --> 00:18:21.400,当时的奥地利与波兰的联军击败了
423,00:18:21.400 --> 00:18:25.400,激临威尼城下的奥斯曼的军队
424,00:18:25.400 --> 00:18:31.360,可以算是比勒班陀海战更彻底的标志
